ID,x,y,var,year,month,value,code_site,date,name,site,status,mountain,elevation
2,417250,4081750,tmed,2020,02,9.199999809265137,ASH1,2020-02-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2020,03,7.800000190734863,ASH1,2020-03-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2020,04,8.199999809265137,ASH1,2020-04-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2020,05,14.100000381469728,ASH1,2020-05-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2020,06,17.5,ASH1,2020-06-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2020,07,22.399999618530273,ASH1,2020-07-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2020,08,22.299999237060547,ASH1,2020-08-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2020,09,17,ASH1,2020-09-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2020,10,12,ASH1,2020-10-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2020,11,10,ASH1,2020-11-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2020,12,5.699999809265137,ASH1,2020-12-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2021,01,5,ASH1,2021-01-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2021,02,7.099999904632568,ASH1,2021-02-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2021,03,7.300000190734863,ASH1,2021-03-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2021,04,8.5,ASH1,2021-04-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2021,05,13.399999618530272,ASH1,2021-05-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2021,06,16.899999618530273,ASH1,2021-06-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2021,07,21.799999237060547,ASH1,2021-07-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2021,08,21.899999618530273,ASH1,2021-08-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2021,09,17.5,ASH1,2021-09-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2021,10,13.600000381469728,ASH1,2021-10-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2021,11,6.199999809265137,ASH1,2021-11-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2021,12,7.599999904632568,ASH1,2021-12-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2022,01,5.900000095367432,ASH1,2022-01-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2022,02,8.100000381469727,ASH1,2022-02-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2022,03,5.599999904632568,ASH1,2022-03-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2022,04,8,ASH1,2022-04-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,tmed,2022,05,15.800000190734863,ASH1,2022-05-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
6,495250,4109750,tmed,2020,02,7.5,NSH,2020-02-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2020,03,5.5,NSH,2020-03-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2020,04,6.300000190734863,NSH,2020-04-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2020,05,13.300000190734863,NSH,2020-05-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2020,06,17.200000762939453,NSH,2020-06-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2020,07,22.799999237060547,NSH,2020-07-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2020,08,22,NSH,2020-08-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2020,09,15.600000381469728,NSH,2020-09-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2020,10,10.399999618530272,NSH,2020-10-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2020,11,7.599999904632568,NSH,2020-11-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2020,12,2.700000047683716,NSH,2020-12-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2021,01,2.5,NSH,2021-01-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2021,02,5.599999904632568,NSH,2021-02-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2021,03,5.199999809265137,NSH,2021-03-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2021,04,6.800000190734863,NSH,2021-04-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2021,05,12.699999809265137,NSH,2021-05-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2021,06,16.700000762939453,NSH,2021-06-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2021,07,22.299999237060547,NSH,2021-07-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2021,08,21.799999237060547,NSH,2021-08-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2021,09,16.399999618530273,NSH,2021-09-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2021,10,11.600000381469728,NSH,2021-10-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2021,11,3.200000047683716,NSH,2021-11-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2021,12,5.099999904632568,NSH,2021-12-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2022,01,3.0999999046325684,NSH,2022-01-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2022,02,5.699999809265137,NSH,2022-02-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2022,03,3,NSH,2022-03-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2022,04,5.800000190734863,NSH,2022-04-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,tmed,2022,05,14.699999809265137,NSH,2022-05-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
9,525750,4126750,tmed,2020,02,8.5,BSD,2020-02-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2020,03,7.199999809265137,BSD,2020-03-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2020,04,8.100000381469727,BSD,2020-04-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2020,05,14.800000190734863,BSD,2020-05-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2020,06,18.899999618530273,BSD,2020-06-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2020,07,23.899999618530273,BSD,2020-07-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2020,08,23.5,BSD,2020-08-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2020,09,17,BSD,2020-09-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2020,10,11.5,BSD,2020-10-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2020,11,8.600000381469727,BSD,2020-11-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2020,12,4,BSD,2020-12-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2021,01,3.700000047683716,BSD,2021-01-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2021,02,6.800000190734863,BSD,2021-02-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2021,03,6.5,BSD,2021-03-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2021,04,8.300000190734863,BSD,2021-04-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2021,05,14.100000381469728,BSD,2021-05-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2021,06,18.200000762939453,BSD,2021-06-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2021,07,23.399999618530273,BSD,2021-07-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2021,08,23,BSD,2021-08-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2021,09,17.799999237060547,BSD,2021-09-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2021,10,12.699999809265137,BSD,2021-10-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2021,11,4.800000190734863,BSD,2021-11-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2021,12,6.300000190734863,BSD,2021-12-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2022,01,4.099999904632568,BSD,2022-01-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2022,02,6.699999809265137,BSD,2022-02-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2022,03,4.699999809265137,BSD,2022-03-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2022,04,7.5,BSD,2022-04-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,tmed,2022,05,16.100000381469727,BSD,2022-05-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
10,489750,4109750,tmed,2020,02,7.300000190734863,NSD,2020-02-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2020,03,5.400000095367432,NSD,2020-03-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2020,04,6.099999904632568,NSD,2020-04-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2020,05,12.899999618530272,NSD,2020-05-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2020,06,17,NSD,2020-06-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2020,07,22.700000762939453,NSD,2020-07-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2020,08,21.700000762939453,NSD,2020-08-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2020,09,15.5,NSD,2020-09-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2020,10,10.199999809265137,NSD,2020-10-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2020,11,7.599999904632568,NSD,2020-11-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2020,12,2.700000047683716,NSD,2020-12-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2021,01,2.5999999046325684,NSD,2021-01-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2021,02,5.599999904632568,NSD,2021-02-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2021,03,5.300000190734863,NSD,2021-03-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2021,04,6.800000190734863,NSD,2021-04-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2021,05,12.699999809265137,NSD,2021-05-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2021,06,16.600000381469727,NSD,2021-06-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2021,07,22.299999237060547,NSD,2021-07-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2021,08,21.700000762939453,NSD,2021-08-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2021,09,16.299999237060547,NSD,2021-09-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2021,10,11.600000381469728,NSD,2021-10-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2021,11,3.200000047683716,NSD,2021-11-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2021,12,5,NSD,2021-12-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2022,01,3,NSD,2022-01-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2022,02,5.699999809265137,NSD,2022-02-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2022,03,2.9000000953674316,NSD,2022-03-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
10,489750,4109750,tmed,2022,04,5.699999809265137,NSD,2022-04-01,Nevada Sylvestris Decline,NSD,Symptomatic,S. Nevada,1912
